review_text_processed,polarity
a capa escorrega do sofa.,1
"muito boa a entrega e no tempo certo, valeu a pena!",1
"fiz um teste e e totalmente impermeavel, muito pratica.",1
amei! a luminaria e linda e enorme... apaixonada,1
"o produto nao foi entregue totalmente, cobraram 4 embalagens e so entregaram duas. valor cobrado no cartao 4x61,13",0
nao atendem solicitacoes,0
"chegou perfeito, super bem embalado.",1
excelente atendimento,1
"amei o relogio veio tudo certinho , no prazo certo no jeitinho que eu queria ... otimo, recomendo .",1
"entrega muito no prazo, produto muito bom",1
produto veio conforme descrito lacrado,1
entrega feita antes do previsto que era pra dia 25/05 e me entregaram dia 19 / 05,1
gostei entregou no prazo e correto,1
"produto de qualidade, entrega foi realizada antes do prazo e muito bem embalado...",1
👏🏾👏🏾👏🏾👏🏾,1
"demora alguns dias, para ""fazer efeito"". mas funciona.",1
veio conforme o anunciado simples mais bonita.,1
"comprei um produto ,mandaram outro",0
recomendo com.certeza.,1
"recebi o relogio, veio muito bem embalado e protegido de danos, no tempo previsto para entrega, estou satisfeitissima, grata pela atencao.",1
estou satisfeita,1
"so tenho elogios: preco imbativel, frete super baixo e entrega rapida",1
entrega antes do previsto. tudo otimo!,1
"fiz o pedido de 02 cortinas, porem recebi somente 01 unidade. a nota fiscal tambem nao veio correta, consta quantidade 03 unidades e valor incorreto.",0
recebi um produto que nao tem nada haver.,0
"a bolsa e linda, espacosa, show de bola!!! adorei",1
conforme vi na loja,1
muito bom comprar nesta loja a entrega foi boa e o preco foi bom tambem,1
eu recomendo.,1
estou satisfeita,1
loja cumpriu o prometido,1
"uma pena q estava escrito bege e veio marrom no produto, mas fora isso tudo certo.",1
entrega rapida,1
"produto conforme especificacao, otima aquisicao. recomendo a todos.",1
"parabens , entrega super rapida , produto em perfeitas condicoes, recomendo!",1
loja excelente. cliente a varios anos.,1
estou usando o produto. parece cumprir o que promete.,1
produto entregue de acordo com o prazo combinado.,1
produto bom e entrega rapida. preco nao agradou; comprei por necessidade e falta de tempo para pesquisar outro fornecedor.,1
"esta e. terceira compra realizada neste site, dai tornamos a ser parceiros.",1
"haste conforme anunciado, preco abaixo do mercado!",1
produto de boa qualidade e a loja entrega ate antes do prazo.,1
"segundo a especificacao o produto seria para sony z3 plus e6533, porem a pelicula q veio nem ao menos chega a cobrir toda a tela do aparelho, esse produto e um erro grosseiro, enganador.",0
tudo ok,1
excelente,1
maravilha,1
nao testei o produto ainda. mais pelo q parece esta td normal. e chegou antes do prazo estrimado muito bom,1
comprei um ventilador de mesa e veio um de torre com a base quebrada.,0
nao recebi,0
"olha...fiquei mto satisfeito com a mercadoria, e recomendo com certeza, foi rapida a entrega, sem sombra de duvidas, irei comprar mais vezes. parabens...",1
o produto chegou antes do prazo.,1
nao quero falar nada,0
"gostaria de saber atraves da lannister.com,como vai ficar a minha situacao,ja que a targaryeni esta vinculada a americana.com. realizei a compra virtual atraves de uma vendedora das lojas lannister s/a.",0
produto. veio enrolado em plastico bolha,0
"produto entregue em conformidade com especificacoes, com otimo prazo.",1
entrega foi realizada dentro do prazo..,1
muito bom o produto e a entrega muito antes do prazo,1
"adorei o produto, e exatamente o que eu queria, ficou muito bom na minha area de servico.",0
"o produto atende o prometido e tem um preco justo, fora a entrega que foi antes do prazo. eu indicaria esse produto e essa loja!",1
"produto de excelente qualidade, bonito. o atendimento foi muito bom, entrega dentro do prazo.",1
tdo certo!,1
nao recebi o produto,0
"este fornecedor, parceiro das lojas lannister e comprometido com seus clientes. pois demonstrou profissionalismo e competencia no prazo de entrega e na qualidade de embalar o produto do consumidor.",1
tudo como o esperado,1
"parabens,eu estava procurando um site seguro pra fazer minhas compras e achei, muito bom atendimento .",1
excelente loja,1
"veio produto diferente da foto , modelo diferente",0
"gostaria de agradecer e mt, me deram 15 dias e chegou com 6, exatamente o que queria, espero que manter o ritmo, ate a proxima",1
otima loja recomendo a targaryen,1
deveria ser mais barato!,1
"recebi super rapido, otimo produto. recomendo a parceira.",1
"uma das partes veio com um amacado que dificultou a montagem. mas recomendo o produto, pelo valor a qualidade me deixou satisfeito.",1
cumpriu com o esperado,1
produto otimo muito pontuais otimo atendimento,1
linda.entrega rapida... parabens,0
tudo certo e rapido. obrigado.,1
recebi antes do prazo. muito bom.,1
"eu, queria comprar duas camas , achei o frete um absurdo o frete mais caro que as camas. a antena ate que deu pra comprar foi otimo",1
dentro do contratado,1
"estao de parabens, chegou antes do previsto",1
o produto chegou em perfeito estado. eu amei e super recomendo pois tambem e uma fonte de renda extra. chegou antes do prazo. muito satisfeita.,1
muito comfiavel,1
"produto de alta qualidade, recomendo. entregue super rapida!",1
ate agora nao recebi o produto apesar de ja ter pago,0
"so chegou uma licenca com o selo da microsoft e a outra veio impressa na nota fiscal, o que achei muito estranho. alem disso a licenca nao funciona.",0
nao entendi cancelei o pedido e vcs me mandao mensagem nao quero mais o lencol e quero o dinheiro de volta no saite esta um lencol lindo e chegou um totalmente diferente,0
pedi a luva 12 oz e me enviaram 14 oz. e paguei um frete caro.,0
"produto de otima qualidade e muito bonito, porem, o chip code veio errado para configuracao do corolla, tive que trocar e pagar pelo outro code, do contrario nao configura no carro.",1
"produto bom, recomendo",1
nao consigo avaliar algo que ainda nao recebi.,0
na ficha tecnica poderia esta escrito que o varao viria em 3 partes. eu comprei esperando receber um varao inteiro.,0
ainda nao recebi o produto,0
funcionou perfeitamente no meu ar portatil springer 12.000 btus,1
recomendo,1
"foi uma entrega muita rapida, mais do que podia imaginar. o produto chegou em boas qualidade. melhor compra ja feita",1
nao ficara so nesta vez fui mt bem atendido e mercadoria antes do prazo estao de parabens,1
"houve o atraso da entrega , mais o produto e perfeito!",1
esse produto veio com defeito,0
otimo produto para decorar a sua sala.,1
linda!,1
ja faz mais de 30 dias que o produto foi comprado e ainda nao o recebi.,0
produto excelente e entrega otima e rapida!,1
"comprei o produto no site, porem depois de uns 15 dias me informaram que o fornecedor nao iria fazer a entrega. fiquei na mao!",0
produto original e entregue no prazo certo.,1
nao recebi minha compra dentro do prazo. estou aguardando mas parece que a unica solucao dada pelo site e cancelar o pedido (o que nao vai acontecer). preciso do produto! aguardo retorno,0
so achei complicado porque veio desmontado e isso nao dizia no anuncio. e deu muito trabalho montar!!,1
muito lindo amamos.,1
ta de parabens,1
preciso entrar em contato com vcs urgente.,0
obrigado continuem assim vlw 😉😉😉😉,1
creio que o atraso e dos correios,0
chegou bem rapido antes do prazo de entrega,1
"muito bem atendido, produto entregue antes do prazo, valeu!.",1
recebi meu pedido faltando um kit progressiva. ja enviei varias mensagens pelo atendimento e nao recebo resposta,0
o produto ainda nao chegou,0
"recebi o produto antes do prazo previsto, veio tudo em ordem. recomendo.",1
o produto chegou rapido e perfeito. super indico.,1
"a descricao do produto nao foi clara, imaginei que viessem juntos os protetores individuais dos cardapios, mas veio apenas uma caixa. solicito a devolucao do valor",0
"produto entregue correto, de aparencia fiel a imagem mostrada no site; entrega rapida e dentro do prazo.",1
nao estou com o produto em maos!,0
otima,1
"entrega antes do prazo estimado, ficou muito linda no pezinho do meu filho.",1
"dia 18 de dezembro de 2017, o produto veio com uma das partes quebrada e outra mal confeccionada (com um encaixe mal feito). solicito a troca deste produto defeituoso por outro em perfeito estado.",0
recebi o produto conforme o descrito e antes do tempo empresa boa e seria,1
foi aprovado,1
"fiz duas compras uma chegou e a outra estou com problema na entrega, nao consigo contato por e-mail ou por telefone para reclamar.",0
"comprei um conjunto de pincas para alongamento de cilios que me deixou extremamente insatisfeita! logo que peguei nas maos vi a pessima qualidade, cheio de defeitos nas pontas das pincas.",0
amei o produto. excelente. ficou perfeito na minha sala. entrega rapida como sempre.,1
"recebemos o produto antes do prazer estimado para entrega, dentro das especificacoes.",1
nao recebi,0
"o produto nao foi entregue. tentei cancelar o pedido, mas e impossivel, pois, mesmo preenchendo todos os campos, acusa que falta campo para preencher. a targaryen nunca respondeu meu email. nao recomendo",0
o produto vei errado nao esta de acordo com a descricao de venda e nao consigo falar no numero de sac para reclamacao e troca do produto,0
"produto excelente, gostei muito, nao so eu como toda familia gostou. pipoca sequinha sem gordura.",1
o fornecedor eu recomendo mas a stark nao,1
bom produto recomendo a todos esta loja,1
produto menor do quer mostra as fotos,0
entrega foi rapida,1
nao recebi o produto e estou sem informacoes.,0
eu nao recebi o quadro da turma do chaves.,0
prazo de entrega muito longo.,0
recebi somente 1 item.....faltam os 2 jogos de lencol e a compra esta no site do baratheon como entrega efetuada. peco para verificar o ocorrido e informar qusndobirei receber os itens faltantes.,0
entregue no prazo e mercadoria certa. e o que importa,1
"recebi no prazo certo, e em perfeitas condicoes.",1
"entrega muito rapida. gostei. se precisar, volto a fazer negocio. agora so falta testar se o produto funciona pois o teste leva um certo tempo.",1
linda!!! amei.,1
por conta de ser via correio demorou mais pelo fato do cep ser com entrega diferenciada .,1
"estou no aguardo do restante da compra, veio somente 1 item",0
amei realizei um sonho,1
a previsao para chegada era dia 11/04. hoje e 13 e nada de produto. e o pior nem e isso. o problema e que nem levam para dar satisfacao e nem respondem quando o cliente entra em contato. nao recomendo,0
entregou bem antes do prazo. muito satisfeita.,1
muito bom!!,1
"entregue no prazo, muito satisfeito.",1
gostei,1
"nao recomendo a loja, pois o processo de devolucao e lento, nao ha contato via fone so por email q demora mto e nao esclarece todas as informacoes.comprei notebook com defeito.estou penando a resolver",1
"muito rapida a entrega, tudo perfeito.",1
"nao foi entregue a mascara reconstrutora, o selante veio mal embalado e vazou muito. o produto nao tinha lacre na tampa. nao recomendo. muito ruim.",0
"chegou tudo certo, otimo produto.",1
otimo,1
"fiz a compra, o cadastro, recebi notificacao de que o pedido foi entregue em uma unidade do correio, fui na u nidade e nao estava la. aguardo retorno imediato, todos os itens estao acontecendo o mesmo",0
recomendo pois cumprem com o combinado sem susto nenhum,1
"minha primeira comprar,eu gostei muito e vou continuar comprando,obrigado",1
a minha encomenda veio totalmente quebrada....,0
lannister nota 1.000,1
"comprei marrom, veio preta",1
o pedido chegou muito antes do prazo estabelecido. as panelas sao maravilhosas!,1
"rapida, recomendo",1
o produto e muito bonitinho e bem acabado. o envio foi rapido e chegou perfeito.,1
amei meu peoduto e comprarei muito mas com voces,1
nao gostei da embalagem,0
entregou antes do prazo. tudo certo.,1
otimo produto,1
muito bom funcionou ok com certificado serasa.,1
muito bom!,1
"faltou um produto so entregaram 2. e os tres eram iguais, mudando apenas a cor. nao entregaram a preta.",0
o produto chegou antes do prazo e de como eu esperava.,1
gostei chegou bem antes do pra prazo,1
nao testei as tesouras ainda... mas parece ser boa.,1
recomendo e muito pontual!,1
amei otimo produto.,1
no anuncio nao consta a informacao adesivo. achei que esse papel era para colar e veio um papel adesivo.,1
obrigando,1
???,0
ainda nao recebi o produto,1
so recebi um produtro foi pedido dois,0
bom,1
na foto era uma colcha linda ia ate o chao ....na realidade ficou na metade,0
"comprei um adaptador,no ato da compra apareceu que era 16 dias uteis,esperei 1 mes , e nem a nota fiscal me mandaram,,meu pedido era para chegar dia 22...",0
chegou antes do tempo muito bom....porem o frete e ridiculo ter de pagar por um produto deste tamanho!!!,1
"na foto mostra um produto, quando chega e outro similar.",0
"parabens para loja, o produto chegou bem embalado, antecipadamente, recomendo",1
"bem expecificado o anuncio, cumpriu o prazo e o produto e o q eu esperava!",1
